Name,BSE Code,NSE Code,Industry,Current Price,Promoter holding,Sales,Current ratio,Debt to equity,Price to book value,Return on capital employed,Return on equity,Price to Earning,Dividend yield,Market Capitalization,Cash end of last year,High price all time,Dividend Payout
Laffans Petroch,524522,,Chemicals,44.35,54.72,20.43,1.15,0.00,0.59,9.86,5.74,23.50,0.00,35.48,0.05,50.85,0.00
Lagnam Spintex,535108,LAGNAM,Textiles - Products,54.45,66.63,204.97,7.37,2.86,1.63,8.41,8.04,21.15,0.92,96.21,0.45,59.10,19.43
Lahoti Overseas,531842,,Trading,23.25,59.81,570.61,2.37,0.36,0.49,7.71,6.19,7.72,1.72,67.82,4.32,32.85,14.22
Lak. Auto. Looms,505302,,Textile Machinery,769.10,33.01,10.90,2.55,0.31,3.20,20.39,16.40,17.49,0.00,51.43,3.20,1038.00,0.00
Lak. Electrical,504258,LAKSELECON,Electric Equipment,440.05,36.13,158.72,2.52,0.06,0.61,3.28,3.36,13.27,0.80,108.25,9.83,865.00,28.10
Lak. Fin. & Indl,532562,LFIC,Finance & Investments,79.00,47.00,14.39,3.11,0.00,0.56,36.87,24.09,2.65,3.80,23.70,4.70,137.55,9.84
Lak. Mach. Works,500252,LAXMIMACH,Textile Machinery,8325.35,31.13,2016.22,1.82,0.00,5.00,5.08,3.18,105.75,0.12,8891.71,782.41,9383.55,23.95
Lak. Prec. Screw,506079,LAKPRE,Fasteners,4.72,,232.24,2.03,11.16,0.22,0.28,-90.57,,0.00,5.23,5.22,160.40,0.00
Lakhotia Poly.,535387,,Textiles - Spinning - Synthetic / Blended,11.18,33.89,23.87,3.71,0.75,1.56,-1.28,-6.19,,0.00,11.71,0.12,14.57,0.00
Lakshmi Mills,502958,LAKSHMIMIL,Textiles - Composite,3139.80,63.36,246.65,2.47,0.17,0.46,4.34,1.09,16.46,0.48,218.53,1.93,4325.00,28.34
Lambodhara Text.,590075,LAMBODHARA,Textiles - Cotton/Blended,86.55,72.65,145.43,3.50,0.55,1.18,15.70,15.33,6.45,1.16,92.81,8.40,560.00,9.82
Lancer Containe.,539841,,Miscellaneous,385.20,74.44,349.59,1.08,0.51,8.86,23.03,22.16,42.44,0.04,387.02,17.60,387.55,5.69
Lancor Holdings,509048,,Construction,14.00,62.08,64.03,17.95,1.39,0.38,3.50,-7.52,,0.00,56.70,3.96,76.45,0.00
Landmarc Leisur.,532275,,Entertainment / Electronic Media Software,0.37,74.99,0.01,4.85,0.30,0.96,-1.85,-2.30,,0.00,29.60,0.27,7.04,0.00
Landmark Prop.,533012,LPDC,Construction,5.32,65.16,1.01,21.94,0.00,1.15,0.86,0.63,192.12,0.00,71.09,2.93,200.00,0.00
Larsen & Toubro,500510,LT,Engineering - Turnkey Services,1716.70,0.00,144053.79,1.90,1.73,3.13,15.30,19.26,15.89,1.05,241081.46,16241.50,1810.00,43.65
Lasa Supergeneri,540702,LASA,Pharmaceuticals - Indian - Bulk Drugs & Formln,72.95,64.47,183.85,1.59,0.00,1.87,18.04,15.17,16.26,0.34,296.32,4.40,214.90,4.48
Latteys Industri,535085,LATTEYS,Engineering,61.00,73.56,26.81,3.46,0.89,1.94,7.51,3.58,55.02,0.00,28.06,0.51,68.00,0.00
Laurus Labs,540222,LAURUSLABS,Pharmaceuticals - Indian - Formulations,639.50,27.30,5117.69,2.15,0.57,13.24,39.60,45.16,32.60,0.31,34334.23,48.46,723.75,10.91
Laxmi Cotspin,538411,LAXMICOT,Textiles - Cotton/Blended,26.95,56.67,116.14,5.75,0.66,0.96,5.13,3.03,32.09,0.00,46.21,1.52,36.55,0.00
Laxmi Organic,543277,LXCHEM,Chemicals,537.05,72.92,1768.45,2.05,0.14,13.69,20.17,17.41,111.31,0.09,14160.00,539.39,628.05,10.38
Laxmipati Engg,537669,,Miscellaneous,38.50,72.46,18.75,2.50,4.23,3.82,-18.34,-72.14,,0.00,22.14,0.45,73.90,0.00
LCC Infotech,532019,LCCINFOTEC,Computers - Software - Converts,1.92,45.94,1.14,11.51,0.05,0.43,-2.33,-2.49,,0.00,24.44,0.40,5.70,0.00
Le Lavoir,539814,,Trading,19.65,5.68,1.33,3.97,0.14,1.59,14.23,11.61,15.16,0.00,6.37,0.05,72.00,0.00
Lead Financial S,531288,,Finance & Investments,4.09,28.23,0.07,1.64,0.02,0.25,-2.35,-2.01,,0.00,1.35,0.01,80.00,0.00
Leading Lea. Fin,540360,,Finance & Investments,83.85,0.00,9.61,0.04,6.37,4.98,12.54,11.50,69.90,0.00,44.73,0.03,140.00,0.00
Ledo Tea,508306,,Tea,27.35,68.18,12.57,0.52,,,14.06,,,0.00,2.36,1.19,118.00,0.00
Lee & Nee Soft.,517415,,Computers - Software - Medium / Small,4.71,70.38,5.88,9.32,0.00,0.48,0.78,0.75,50.52,0.00,26.27,0.65,25.95,0.00
Lehar Footwears,532829,,Leather / Leather Products,40.00,67.92,154.07,1.97,0.53,0.92,5.68,1.65,19.61,0.00,54.72,1.30,82.90,0.00
Lemon Tree Hotel,541233,LEMONTREE,Hotels,56.20,25.88,253.21,1.85,2.35,4.85,-0.93,-13.33,,0.00,4460.56,141.14,91.00,0.00
Lerthai Finance,502250,,Refractories / Intermediates,181.00,75.00,0.00,52.00,0.00,1.38,-7.60,-6.55,,0.00,12.67,8.68,608.65,0.00
Lesha Industries,533602,,Trading,7.18,45.13,3.95,2.88,0.03,5.62,0.00,0.00,877.56,0.00,78.98,0.12,14.36,
Lex Nimble Solu.,541196,,Computers - Software - Medium / Small,36.45,73.46,4.00,3.51,0.00,1.16,5.37,4.05,29.37,0.00,15.27,0.21,58.65,0.00
Lexus Granito,535001,LEXUS,Ceramics - Tiles / Sanitaryware,12.20,52.79,101.63,2.53,0.95,0.35,-33.04,-72.88,,0.00,23.41,0.05,134.10,0.00
LGB Forge,533007,LGBFORGE,Castings & Forgings,6.93,74.17,92.13,1.74,0.37,4.62,11.34,9.71,49.82,0.00,163.41,0.18,11.26,0.00
Libas Consumer,538391,LIBAS,Textiles - Products,50.10,49.60,39.29,5.96,0.59,2.93,10.48,8.68,21.93,0.17,88.38,5.51,70.67,-7.36
Liberty Shoes,526596,LIBERTSHOE,Leather / Leather Products,181.75,59.30,504.41,2.52,0.52,1.66,5.83,0.17,36.58,0.00,309.87,8.14,351.15,0.00
Libord Finance,511593,,Finance & Investments,5.00,74.81,0.66,6.30,0.00,0.53,0.99,0.64,6.76,0.00,7.85,0.06,16.19,0.00
Libord Securitie,531027,,Finance & Investments,10.20,74.97,0.00,212.00,0.00,1.32,0.00,0.26,510.51,0.00,5.11,0.03,27.95,0.00
LIC Housing Fin.,500253,LICHSGFIN,Finance - Housing,443.65,40.31,19734.78,0.25,10.09,1.18,8.13,14.10,11.80,1.92,24409.07,1384.96,794.10,15.66
Likhami Consult.,539927,,Miscellaneous,63.00,60.86,0.51,111.78,0.00,1.63,0.34,0.26,447.79,0.00,62.69,0.13,65.00,0.00
Likhitha Infra.,543240,LIKHITHA,Construction,376.70,74.11,229.40,6.48,0.00,4.84,34.86,25.96,19.52,0.40,742.85,17.55,480.00,10.21
Lime Chemicals,507759,,Chemicals,36.35,28.41,18.80,0.74,,,87.95,,,0.00,23.64,0.41,122.55,0.00
Linc Pen &Plast.,531241,LINCPEN,Printing & Stationery,251.25,60.03,284.29,2.26,0.07,2.77,-0.63,0.05,132.61,0.00,373.97,0.27,532.50,0.00
Lincoln Pharma.,531633,LINCOLN,Pharmaceuticals - Indian - Formulations,388.25,37.78,442.58,3.09,0.00,2.07,24.61,18.10,12.06,0.39,779.63,13.84,414.75,4.82
Linde India,523457,LINDEINDIA,Chemicals,2704.60,75.00,1806.32,2.06,0.00,9.04,10.39,6.83,99.55,0.11,23033.73,325.86,2947.00,16.45
Link Pharma Chem,524748,,Chemicals,37.90,51.49,43.08,1.71,0.29,1.34,14.61,10.09,13.35,0.00,16.82,4.86,48.00,0.00
Lippi Systems,526604,,Engineering,11.00,51.68,13.79,6.66,0.28,0.33,0.56,-1.76,85.59,0.00,7.70,0.15,27.70,0.00
LKP Finance,507912,LKPMERFIN,Finance & Investments,128.50,63.62,112.47,5.62,0.18,0.64,29.57,29.96,2.36,1.56,161.51,29.74,221.00,4.14
LKP Securities,540192,,Finance & Investments,15.22,70.91,89.05,1.25,0.29,2.56,12.08,9.70,17.95,1.31,113.59,97.34,28.60,37.28
Lloyds Metals,512455,LLOYDMETAL,Steel - Sponge Iron,95.10,45.04,338.49,2.67,0.94,21.22,5.76,0.08,373.43,0.00,3506.52,8.04,100.40,0.00
Lloyds Steels,539992,LSIL,Steel - Medium / Small,4.52,53.41,65.25,4.38,0.01,3.58,1.29,0.44,,0.00,386.42,18.29,4.52,0.00
Lohia Securities,590082,,Finance & Investments,145.00,72.80,177.58,20.01,0.18,1.63,24.87,21.70,7.01,1.86,72.21,21.77,500.00,14.83
Lokesh Mach.,532740,LOKESHMACH,Engineering,52.10,50.36,166.40,3.33,0.61,0.65,8.03,2.86,15.44,0.00,93.24,6.31,300.00,0.00
Longview Tea,526568,,Trading,14.50,44.37,1.79,423.00,0.00,0.34,-15.55,-12.72,,0.00,4.35,0.41,40.00,0.00
Looks Health,534422,,Healthcare,31.95,21.17,0.00,10.50,0.00,2.24,-0.07,-0.94,,0.00,33.54,0.12,249.71,0.00
Lords Chloro,500284,MODIALKALI,Chlor Alkali / Soda Ash,72.20,68.60,176.49,1.35,0.64,2.17,1.12,-2.41,169.70,0.00,181.58,1.20,91.40,0.00
Lords Ishwar,530065,,Hotels,6.10,54.63,3.71,2.77,0.66,0.97,-4.18,-7.40,,0.00,4.56,0.38,23.20,0.00
Lorenzini Appar.,540952,,Textiles - Processing,7.00,56.60,25.71,3.54,0.76,0.60,4.26,0.68,88.74,0.00,7.10,0.37,10.20,0.00
Lotus Chocolate,523475,,Food - Processing - Indian,47.30,72.06,59.90,4.98,9.00,33.74,11.32,187.98,21.85,0.00,60.73,0.94,81.80,0.00
Lotus Eye Hospit,532998,LOTUSEYE,Healthcare,44.90,57.74,33.53,2.45,0.00,1.77,3.94,2.90,48.32,1.11,94.71,9.91,59.00,66.24
Lovable Lingerie,533343,LOVABLE,Textiles - Products,125.05,63.95,86.11,5.60,0.00,1.10,-1.99,-2.10,47.49,0.40,185.22,1.15,637.00,110.45
Loyal Equipments,539227,,Engineering,31.25,73.53,24.91,2.90,0.70,1.47,8.03,4.15,,0.00,31.88,2.82,78.00,0.00
Loyal Textile,514036,,Textiles - Composite,868.10,73.49,1301.55,1.95,1.42,1.56,11.40,12.96,8.36,0.86,418.42,31.94,930.00,11.02
Ludlow Jute,526179,,Textiles - Jute - Yarn / Products,88.65,67.20,499.57,2.29,0.61,0.59,2.82,0.02,15.68,0.00,95.48,3.19,132.90,0.00
Luharuka Media,512048,,Finance & Investments,0.99,51.50,1.24,28.71,0.10,0.68,2.24,1.04,46.37,0.00,9.27,2.60,133.05,0.00
Lumax Auto Tech.,532796,LUMAXTECH,Auto Ancillaries,146.10,55.98,1297.43,1.45,0.14,1.88,13.97,9.44,15.75,2.05,995.79,97.96,224.50,43.37
Lumax Industries,517206,LUMAXIND,Auto Ancillaries,1451.70,75.00,1661.97,1.02,0.73,2.95,7.51,3.70,34.10,0.48,1359.02,3.15,2585.00,36.03
Lupin,500257,LUPIN,Pharmaceuticals - Indian - Bulk Drugs,958.95,46.84,15905.65,3.16,0.35,3.15,9.42,8.94,26.36,0.68,43548.45,1742.46,2129.00,24.24
Lux Industries,539542,LUXIND,Textiles - Composite,3698.60,74.39,1920.64,3.52,0.10,11.00,36.43,31.25,39.23,0.00,11167.52,185.73,4500.00,0.00
LWS Knitwear,531402,,Textiles - Products,25.25,57.83,45.47,1.20,0.05,1.25,3.67,2.47,51.11,0.00,12.78,0.29,40.00,0.00
Lyka Labs,500259,LYKALABS,Pharmaceuticals - Indian - Bulk Drugs & Formln,79.45,19.88,117.97,0.76,,,9.80,,16.09,0.00,227.95,7.15,142.90,0.00
Lykis,530689,,Personal Care - Indian,33.80,78.96,121.32,3.08,5.34,6.81,-11.37,-52.13,34.47,0.00,65.49,4.42,103.00,0.00
Lynx Machinery,505320,,Miscellaneous,27.15,17.70,0.00,0.43,4.08,12.53,-60.74,-124.64,,0.00,1.63,0.05,347.65,0.00
Lypsa Gems,534532,LYPSAGEMS,Diamond Cutting / Jewellery,5.50,36.37,10.28,1.51,0.21,0.16,-19.34,-22.85,,0.00,16.21,0.49,110.36,0.00
M & M,500520,M&M,Automobiles - Passenger Cars,895.50,19.45,81480.65,2.36,1.93,2.68,8.54,4.45,38.85,0.98,111397.69,12851.99,993.00,53.60
M & M Fin. Serv.,532720,M&MFIN,Finance & Investments,185.05,52.16,11543.14,1.11,4.13,1.45,7.59,4.84,,0.43,22851.09,3982.52,327.71,12.75
M B Agro Prod.,538370,MBAPL,Fertilizers,190.50,74.74,203.51,2.60,0.47,2.79,16.59,14.46,18.47,0.26,417.32,0.47,227.40,5.43
M E T S,538401,,Miscellaneous,63.85,63.81,35.39,1.51,0.10,1.63,38.60,30.68,9.12,0.78,35.19,32.84,147.50,0.00
M K Exim India,538890,,Textiles - Products,94.90,27.06,66.42,14.71,0.08,2.33,32.88,26.30,8.47,0.00,85.13,6.87,103.60,0.00
M K Proteins,538420,MKPL,Solvent Extraction,145.35,74.82,311.10,5.00,0.86,2.07,29.04,42.91,5.85,0.00,60.62,0.00,145.35,0.00
M M Forgings,522241,MMFL,Castings & Forgings,829.90,56.34,888.62,4.45,1.23,4.00,8.02,9.62,26.68,0.60,2020.66,187.06,870.55,25.90
M M Rubber,509196,,Miscellaneous,41.65,3.30,30.65,2.68,0.32,2.24,-22.09,-27.87,,0.00,25.95,0.48,96.30,0.00
M P Agro Inds.,506543,,Fertilizers,3.66,18.91,0.59,11.89,0.00,0.37,1.04,0.52,21.20,0.00,2.12,0.53,12.33,0.00
M R P L,500109,MRPL,Refineries,50.85,88.58,38920.90,1.72,5.61,2.10,-1.34,-10.60,,0.00,8903.15,52.09,149.00,0.00
M T N L,500108,MTNL,Telecommunications - Service Provider,19.30,56.89,1320.06,0.59,,,-3.96,,,0.00,1215.90,320.24,228.85,0.00
Maan Aluminium,532906,MAANALU,Aluminium and Aluminium Products,134.85,65.32,473.65,6.01,1.14,2.85,21.80,25.92,9.86,0.37,181.35,10.85,234.05,4.59
Mac Charles(I),507836,,Construction,560.05,75.00,28.30,1.50,1.55,9.47,4.11,-2.98,349.37,0.00,733.67,3.68,679.00,0.00
Mac Hotels,541973,,Hotels,28.65,73.00,1.96,1.06,0.58,1.79,-33.29,-51.15,,0.00,8.60,0.27,120.00,0.00
Machino Plastics,523248,,Plastics Products,124.60,73.53,245.28,3.40,1.97,1.47,0.96,-7.52,55.84,0.00,76.50,0.40,341.75,0.00
Macpower CNC,535057,MACPOWER,Engineering,199.20,72.61,140.64,1.21,0.00,2.75,9.64,8.48,28.71,0.00,199.28,5.04,299.51,0.00
Macro Intl.,512600,,Construction,11.00,66.94,0.00,39.85,0.00,0.84,0.00,0.19,,0.00,4.37,0.03,32.10,0.00
Macrotech Devel.,543287,LODHA,Construction,1190.35,88.50,5448.57,2.03,3.96,,7.11,-16.53,,0.00,53221.38,366.81,1209.90,0.00
Madhav Copper,538398,MCL,Mining / Minerals / Metals,38.90,66.32,466.70,1.39,0.06,2.26,14.18,9.86,20.38,0.00,105.59,0.32,139.95,0.00
Madhav Infra,539894,,Construction,4.21,72.65,315.76,3.45,1.94,0.83,4.29,-9.24,,0.00,107.87,42.66,9.00,0.00
Madhav Marbles,515093,MADHAV,Miscellaneous,63.60,41.06,66.73,8.95,0.09,0.43,1.16,-0.32,,0.79,57.19,10.29,171.35,-104.65
Madhucon Project,531497,MADHUCON,Construction,5.06,58.96,958.35,0.84,,,-1.38,,,0.00,37.13,70.50,434.98,0.00
Madhur Inds,519279,MADHURFOOD,Food - Processing - Indian,3.93,34.36,0.98,5.54,0.02,0.26,0.00,0.00,,0.00,1.61,0.44,83.00,
Madhusudan Inds.,515059,MADSUDIND,Miscellaneous,24.05,51.10,0.96,33.13,0.00,0.61,1.97,1.45,2.90,0.00,12.94,4.91,33.15,0.00
Madhuveer Com,531910,,Trading,2.50,3.91,0.13,41.64,0.01,0.35,0.00,0.00,118.70,0.00,2.37,0.48,50.00,
Madhya Prad. Tod,535009,MPTODAY,Entertainment / Electronic Media Software,21.00,53.42,18.81,4.70,0.19,0.29,12.96,9.59,3.13,0.00,9.59,3.90,174.75,0.00
Madras Fertilize,590134,MADRASFERT,Fertilizers,31.15,85.27,1813.73,0.41,,,10.94,,8.07,0.00,498.68,79.79,53.50,0.00
Mafatlal Inds.,500264,MAFATLAIND,Textiles - Composite,188.10,71.84,677.63,1.09,0.31,0.56,-9.48,-19.88,,0.00,263.23,58.01,380.10,0.00
Magadh Sugar,540650,MAGADSUGAR,Sugar,314.40,60.95,1012.11,3.43,1.13,0.79,8.29,5.00,19.34,1.27,443.18,0.59,386.95,20.83
Magellanic Cloud,538891,,Finance & Investments,62.05,65.89,221.33,2.61,1.33,2.92,2.04,3.30,,0.81,156.16,5.96,91.85,70.79
Magna Electrocas,517449,,Castings & Forgings,173.20,52.58,102.68,3.32,0.00,1.03,9.70,7.13,16.66,0.87,73.30,15.36,264.50,12.16
Magnum Ventures,532896,MAGNUM,Paper,8.00,53.09,224.12,1.08,,,0.82,,3.95,0.00,30.59,8.79,66.90,0.00
Mah. Corporation,505523,,Trading,0.55,13.27,0.20,36.30,0.04,0.59,0.08,0.08,,0.00,7.44,0.00,11.53,0.00
Mah. Scooters,500266,MAHSCOOTER,Finance & Investments,4700.40,51.00,16.57,6.80,0.00,0.33,0.07,0.07,567.01,1.06,5386.59,56.25,4950.00,648.69
Mah. Seamless,500265,MAHSEAMLES,Steel - Medium / Small,396.05,63.73,2539.84,2.40,0.28,0.80,9.41,6.07,8.01,0.88,2653.52,65.30,755.00,23.92
Maha Rashtra Apx,523384,MAHAPEXLTD,Finance & Investments,95.45,62.54,3.08,0.12,0.04,0.91,22.31,24.50,4.22,0.00,134.84,5.45,270.00,0.00
Mahaan Foods,519612,,Food - Processing - Indian,21.80,53.29,0.00,67.47,0.00,0.42,0.44,0.55,152.65,0.00,7.63,10.23,39.30,0.00
Mahalaxmi Rubtec,514450,,Textiles - Products,69.30,72.40,161.10,3.02,0.41,0.98,8.61,6.67,10.78,0.00,92.31,36.79,340.00,0.00
Mahalaxmi Seam.,513460,,Steel - Medium / Small,8.15,45.64,1.99,0.63,,,15.74,,9.79,0.00,4.31,0.09,71.35,0.00
Mahamaya Steel,513554,MAHASTEEL,Steel - Medium / Small,92.25,70.41,314.34,4.95,0.49,1.20,4.85,0.77,34.85,0.00,136.26,4.36,505.55,0.00
Mahan Industries,531515,,Finance & Investments,0.26,1.48,0.40,1.64,0.00,0.29,-65.64,-65.85,,0.00,0.94,0.05,114.70,0.00
Mahanagar Gas,539957,MGL,Miscellaneous,1069.85,32.50,2506.28,0.67,0.02,3.27,26.58,20.03,13.55,2.15,10550.94,511.86,1377.50,36.67
Mahaveer Infoway,539383,,Computers - Software - Medium / Small,5.75,47.08,1.68,1.66,0.65,0.70,-3.97,-11.10,,0.00,3.16,0.06,8.90,0.00
Mahavir Indust.,531648,,Electrodes - Welding Equipment,1.17,1.55,0.10,1.07,,,0.00,,29.25,0.00,2.34,0.01,58.60,
Mahesh Developer,542677,,Construction,6.19,72.29,0.00,0.78,3.28,0.49,-0.63,-2.64,,0.00,2.57,0.54,30.65,0.00
Maheshwari Logi.,538394,MAHESHWARI,Miscellaneous,104.85,57.40,818.26,3.07,1.02,2.24,11.58,6.85,16.58,0.48,310.33,26.89,170.00,0.00
Mahickra Chem.,535075,MAHICKRA,Dyes And Pigments,83.50,49.82,86.49,2.68,0.39,2.52,14.86,12.22,21.81,0.24,67.82,0.07,96.00,5.14
Mahindra CIE,532756,MAHINDCIE,Castings & Forgings,243.85,72.19,7883.82,0.88,0.25,1.84,3.66,2.02,29.01,0.00,9246.91,238.10,384.10,0.00
Mahindra EPC,523754,MAHEPC,Plastics Products,137.90,54.40,246.28,2.44,0.00,2.06,14.00,10.73,30.01,0.87,383.77,6.06,237.00,17.40
Mahindra Holiday,533088,MHRIL,Hotels,241.35,67.27,1806.81,2.29,29.37,57.13,3.74,-29.60,,0.00,4841.91,402.56,326.66,0.00
Mahindra Life.,532313,MAHLIFE,Construction,280.00,51.45,300.14,2.83,0.15,2.65,-3.50,-4.31,,0.00,4321.00,135.46,404.76,0.00
Mahindra Logis.,540768,MAHLOG,Miscellaneous,743.45,58.31,3726.62,1.40,0.47,9.39,7.89,5.39,96.69,0.34,5333.43,197.77,821.00,59.73
Maithan Alloys,590078,MAITHANALL,Mining / Minerals / Metals,1137.90,74.99,1919.83,2.94,0.03,2.18,20.04,16.41,10.79,0.53,3319.18,27.45,1255.15,7.57
Maitri Enterp.,513430,,Aluminium and Aluminium Products,8.66,14.29,6.96,1.31,0.20,0.81,5.31,3.49,,0.00,1.65,0.18,18.18,0.00
Majesco,539289,MAJESCO,Computers - Software - Medium / Small,91.20,35.04,7.09,0.85,0.00,1.49,4.77,3.69,11.65,1067.98,260.95,7.92,1019.00,109.88
Majestic Auto,500267,MAJESAUTO,Construction,124.95,75.00,54.04,1.08,0.39,0.31,8.18,5.53,7.49,0.00,129.95,17.11,245.40,0.00
Majestic Researc,539229,,Miscellaneous,11.59,51.24,0.57,1.89,0.99,0.88,-60.05,-92.04,,0.00,11.62,2.45,408.00,0.00
Makers Labs.,506919,,Pharmaceuticals - Indian - Formulations,211.30,58.37,68.57,2.49,0.31,1.92,,,,0.00,103.96,6.22,344.80,0.00
Mallcom (India),539400,,Textiles - Products,718.10,73.79,338.93,1.80,0.40,3.17,22.65,22.43,14.78,0.42,448.09,30.71,818.00,6.61
Malu Paper,532728,MALUPAPER,Paper,37.40,69.95,182.08,2.10,3.87,2.65,1.42,-21.00,,0.00,63.63,1.49,74.95,0.00
Man Industries,513269,MANINDS,Steel - Medium / Small,113.20,42.57,2085.57,1.93,0.35,0.77,17.35,12.65,6.27,0.00,646.09,102.16,202.79,11.32
Man Infra,533169,MANINFRA,Construction,107.00,66.10,557.68,4.26,0.72,3.85,9.84,4.48,42.37,1.18,2649.52,212.76,115.05,69.58
Manaksia,532932,MANAKSIA,Mining / Minerals / Metals,68.40,74.93,962.44,3.77,0.05,0.47,9.29,5.56,5.73,4.39,448.36,120.06,261.14,32.96
Manaksia Alumi.,539045,MANAKALUCO,Aluminium and Aluminium Products,20.30,71.99,300.83,2.48,1.01,1.22,4.33,-2.88,18.76,0.00,133.37,13.62,24.65,0.00
Manaksia Coated,539046,MANAKCOAT,Steel - Medium / Small,16.32,67.21,536.70,1.80,1.48,1.07,11.20,6.04,15.33,0.18,107.47,15.02,25.90,0.00
Manaksia Steels,539044,MANAKSTEEL,Steel - Medium / Small,31.50,74.75,534.54,2.42,0.30,0.93,13.18,12.52,5.74,0.00,207.74,16.62,54.55,0.00
Manali Petrochem,500268,MANALIPETC,Petrochemicals,124.50,44.86,1261.49,3.68,0.02,3.15,48.95,37.34,7.26,1.20,2145.71,286.96,138.65,12.83
Manappuram Fin.,531213,MANAPPURAM,Finance & Investments,193.30,34.99,6395.01,5.06,3.19,2.24,15.28,26.47,9.13,1.03,16360.81,2912.42,218.00,9.82
Manav Infra,535006,MANAV,Construction,8.00,73.13,5.05,3.01,36.61,17.64,-29.59,-156.17,,0.00,5.47,0.28,33.00,0.00
Mandhana Retail,540210,TMRVL,Textiles - Products,13.60,33.17,0.43,4.13,0.00,0.91,-7.50,-8.33,,0.00,30.04,17.06,246.30,0.00
Mangal Credit,505850,,Finance & Investments,77.45,61.38,11.97,0.91,0.14,1.50,8.14,5.87,26.38,0.65,149.59,0.48,99.15,16.99
Mangalam Cement,502157,MANGLMCEM,Cement - North India,446.80,24.50,1427.52,1.71,0.88,1.75,19.07,17.34,8.82,0.34,1192.24,165.92,543.60,3.67
Mangalam Drugs,532637,MANGALAM,Pharmaceuticals - Indian - Bulk Drugs & Formln,144.60,50.53,381.29,2.75,0.53,1.75,27.43,23.86,9.51,0.00,229.03,0.59,442.40,0.00
Mangalam Global,535349,MGEL,Solvent Extraction,51.25,73.74,1005.70,5.88,1.76,1.87,8.73,9.04,41.21,1.95,128.57,30.74,66.50,43.35
Mangalam Industr,537800,,Finance & Investments,4.84,52.54,1.78,6.44,0.00,14.53,2.72,2.03,1135.22,0.00,465.44,0.37,34.30,0.00
Mangalam Organic,514418,,Chemicals,706.65,54.91,395.29,6.51,0.10,2.40,49.71,40.50,6.66,0.21,605.21,34.40,874.90,1.51
MANGALAM SEEDS,539275,,Miscellaneous,88.00,74.78,42.87,8.63,0.25,2.41,17.38,16.59,15.19,0.00,96.62,0.58,147.50,0.00
Mangalam Timber,516007,MANGTIMBER,Miscellaneous,18.10,37.46,8.16,0.38,,,-32.35,,,0.00,33.65,0.03,56.00,0.00
Mangalore Chem.,530011,MANGCHEFER,Fertilizers,75.95,60.02,2301.42,2.65,1.46,1.48,10.42,11.96,11.19,1.32,900.16,402.21,104.75,17.68
Manjeera Constr.,533078,MANJEERA,Construction,34.10,74.10,65.60,1.28,9.57,,1.10,-420.20,,0.00,42.66,5.69,179.40,0.00
Manomay Tex Indi,540396,,Textiles - Products,30.00,56.44,321.25,2.90,1.53,0.72,7.08,4.58,16.02,0.00,44.05,4.87,59.85,0.00
Manor Estates,526115,,Construction,2.66,44.00,0.03,,11.17,36.51,-27.34,-131.03,,0.00,2.19,0.04,24.70,0.00
Manorama Indust.,541974,,Solvent Extraction,1502.45,61.33,208.44,11.02,0.59,12.30,13.04,10.07,130.34,0.00,1790.89,17.41,1950.00,0.00
Mansi Fin.(Chen),511758,,Finance & Investments,26.75,69.08,6.50,1.95,1.11,0.32,8.45,6.04,6.13,0.00,9.44,2.58,76.55,0.00
Manugraph India,505324,MANUGRAPH,Engineering,12.33,57.65,30.39,2.78,0.15,0.30,-9.93,-13.25,,0.00,37.68,11.37,318.25,0.00
Maral Overseas,521018,MARALOVER,Textiles - Cotton/Blended,86.25,74.95,788.85,2.28,2.02,3.67,12.41,13.74,7.51,0.00,359.47,3.34,97.80,0.00
Marathon Nextgen,503101,MARATHON,Construction,98.70,74.97,182.23,3.05,0.57,0.53,6.06,2.09,55.42,0.00,453.34,82.73,334.75,0.00
Marg,530543,MARG,Construction,5.05,12.57,28.73,0.50,,,-0.74,,,0.00,25.66,25.60,630.45,0.00
Marg Techno-Proj,540254,,Finance & Investments,14.49,72.77,4.39,0.72,5.17,1.51,8.83,4.80,29.98,0.00,8.69,0.94,16.00,0.00
Margo Finance,500206,,Finance & Investments,27.30,53.41,0.60,21.67,0.00,0.20,0.64,0.43,113.40,0.00,12.47,0.25,39.30,0.00
Marico,531642,MARICO,Personal Care - Indian,570.20,59.61,8648.00,1.62,0.11,22.46,43.99,36.72,62.23,1.32,73679.66,944.00,590.00,82.55
Marine Electric.,535119,MARINE,Electric Equipment,37.05,73.52,287.11,1.61,0.32,2.79,12.24,8.09,22.72,0.54,454.47,13.65,90.70,18.99
Maris Spinners,531503,,Textiles - Cotton/Blended,67.00,74.23,154.87,3.61,1.59,2.01,21.28,26.88,5.42,1.49,54.76,0.63,85.00,11.98
Market Creators,526891,,Finance & Investments,4.43,71.32,6.11,1.96,0.27,0.49,6.16,-1.49,,0.00,4.65,11.13,36.00,0.00
Markolines Traf.,543364,,Miscellaneous,75.70,73.16,157.71,2.08,1.46,5.94,19.99,20.22,32.21,0.00,144.64,0.32,82.00,0.00
Marksans Pharma,524404,MARKSANS,Pharmaceuticals - Indian - Bulk Drugs,70.50,48.25,1393.99,3.30,0.04,3.26,38.90,31.17,11.45,0.35,2883.63,212.29,115.00,4.29
